"Gene_names","Eclass"
"NDUFS6","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"NDUFS5","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"NDUFS4","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"NDUFS3","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"NDUFS2","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"NDUFS1","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"NDUFB9","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"MT-ND5","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"NDUFB8","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"MT-ND6","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"NDUFB7","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"NDUFB6","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"NDUFB5","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"NDUFB10","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"NDUFB4","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"NDUFB3","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"NDUFB2","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"NDUFB1","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"MT-ND3","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"MT-ND4","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"NDUFC2-KCTD14","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"MT-ND1","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"MT-ND2","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"NDUFV3","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"NDUFV2","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"NDUFV1","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"NQO1","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"NDUFA9","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"NQO2","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"NDUFA8","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"CBR1","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"NDUFA7","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"NDUFA6","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"NDUFA5","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"NDUFA4","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"AKR1C2","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"NDUFA3","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"DCXR","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"AKR1C1","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"NDUFA2","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"AKR1C4","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"NDUFA1","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"AKR1C3","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"DHRS4","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"NDUFAB1","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"CRYZL1","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"NDUFAF2","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"NDUFA12","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"NDUFA13","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"NDUFA10","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"MT-ND4L","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"CRYZ","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"ADH4","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"AIFM2","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"CBR4","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)"
"PTPRN2","phosphoprotein phosphatase activity (GO:0004721)"
"PTPN1","phosphoprotein phosphatase activity (GO:0004721)"
"MKP7","phosphoprotein phosphatase activity (GO:0004721)"
"EPM2A","phosphoprotein phosphatase activity (GO:0004721)"
"PTPN2","phosphoprotein phosphatase activity (GO:0004721)"
"CDC25A","phosphoprotein phosphatase activity (GO:0004721)"
"PPP2R1A","phosphoprotein phosphatase activity (GO:0004721)"
"CDC25B","phosphoprotein phosphatase activity (GO:0004721)"
"PPP1CA","phosphoprotein phosphatase activity (GO:0004721)"
"PPP1CB","phosphoprotein phosphatase activity (GO:0004721)"
"CDC25C","phosphoprotein phosphatase activity (GO:0004721)"
"CTDNEP1","phosphoprotein phosphatase activity (GO:0004721)"
"PPP1R3D","phosphoprotein phosphatase activity (GO:0004721)"
"PPA2","phosphoprotein phosphatase activity (GO:0004721)"
"UBLCP1","phosphoprotein phosphatase activity (GO:0004721)"
"PPP1R3C","phosphoprotein phosphatase activity (GO:0004721)"
"SSU72","phosphoprotein phosphatase activity (GO:0004721)"
"PTPN9","phosphoprotein phosphatase activity (GO:0004721)"
"PTPN7","phosphoprotein phosphatase activity (GO:0004721)"
"PTPN5","phosphoprotein phosphatase activity (GO:0004721)"
"PTPN6","phosphoprotein phosphatase activity (GO:0004721)"
"PTPN3","phosphoprotein phosphatase activity (GO:0004721)"
"PTPN4","phosphoprotein phosphatase activity (GO:0004721)"
"PPP1R15B","phosphoprotein phosphatase activity (GO:0004721)"
"MTMR1","phosphoprotein phosphatase activity (GO:0004721)"
"MTMR2","phosphoprotein phosphatase activity (GO:0004721)"
"PPP5D1","phosphoprotein phosphatase activity (GO:0004721)"
"MTMR3","phosphoprotein phosphatase activity (GO:0004721)"
"MTMR4","phosphoprotein phosphatase activity (GO:0004721)"
"TPTE","phosphoprotein phosphatase activity (GO:0004721)"
"PTPDC1","phosphoprotein phosphatase activity (GO:0004721)"
"MTMR6","phosphoprotein phosphatase activity (GO:0004721)"
"MTMR7","phosphoprotein phosphatase activity (GO:0004721)"
"PDXP","phosphoprotein phosphatase activity (GO:0004721)"
"MTMR8","phosphoprotein phosphatase activity (GO:0004721)"
"PPP1CC","phosphoprotein phosphatase activity (GO:0004721)"
"TIMM50","phosphoprotein phosphatase activity (GO:0004721)"
"PPP4R1","phosphoprotein phosphatase activity (GO:0004721)"
"UBASH3B","phosphoprotein phosphatase activity (GO:0004721)"
"PPEF1","phosphoprotein phosphatase activity (GO:0004721)"
"MAP2K1","phosphoprotein phosphatase activity (GO:0004721)"
"PPTC7","phosphoprotein phosphatase activity (GO:0004721)"
"IGFL2","phosphoprotein phosphatase activity (GO:0004721)"
"DUSP27","phosphoprotein phosphatase activity (GO:0004721)"
"SSH3","phosphoprotein phosphatase activity (GO:0004721)"
"DUSP28","phosphoprotein phosphatase activity (GO:0004721)"
"DUPD1","phosphoprotein phosphatase activity (GO:0004721)"
"SSH1","phosphoprotein phosphatase activity (GO:0004721)"
"DUSP26","phosphoprotein phosphatase activity (GO:0004721)"
"SSH2","phosphoprotein phosphatase activity (GO:0004721)"
"DUSP23","phosphoprotein phosphatase activity (GO:0004721)"
"PTP4A2","phosphoprotein phosphatase activity (GO:0004721)"
"PTP4A3","phosphoprotein phosphatase activity (GO:0004721)"
"DLG1","phosphoprotein phosphatase activity (GO:0004721)"
"DUSP21","phosphoprotein phosphatase activity (GO:0004721)"
"DUSP22","phosphoprotein phosphatase activity (GO:0004721)"
"PGP","phosphoprotein phosphatase activity (GO:0004721)"
"PPEF2","phosphoprotein phosphatase activity (GO:0004721)"
"PHPT1","phosphoprotein phosphatase activity (GO:0004721)"
"PTP4A1","phosphoprotein phosphatase activity (GO:0004721)"
"CTDSPL2","phosphoprotein phosphatase activity (GO:0004721)"
"CDC14A","phosphoprotein phosphatase activity (GO:0004721)"
"CDC14B","phosphoprotein phosphatase activity (GO:0004721)"
"CDC14C","phosphoprotein phosphatase activity (GO:0004721)"
"PPP3R1","phosphoprotein phosphatase activity (GO:0004721)"
"PPP4C","phosphoprotein phosphatase activity (GO:0004721)"
"PTPMT1","phosphoprotein phosphatase activity (GO:0004721)"
"PTPN20A","phosphoprotein phosphatase activity (GO:0004721)"
"STYX","phosphoprotein phosphatase activity (GO:0004721)"
"SBF1","phosphoprotein phosphatase activity (GO:0004721)"
"PTPN18","phosphoprotein phosphatase activity (GO:0004721)"
"DUSP5","phosphoprotein phosphatase activity (GO:0004721)"
"DUSP6","phosphoprotein phosphatase activity (GO:0004721)"
"DUSP3","phosphoprotein phosphatase activity (GO:0004721)"
"DUSP4","phosphoprotein phosphatase activity (GO:0004721)"
"DUSP1","phosphoprotein phosphatase activity (GO:0004721)"
"DUSP2","phosphoprotein phosphatase activity (GO:0004721)"
"PTPN11","phosphoprotein phosphatase activity (GO:0004721)"
"PTPN12","phosphoprotein phosphatase activity (GO:0004721)"
"PTPN13","phosphoprotein phosphatase activity (GO:0004721)"
"PPP2R5D","phosphoprotein phosphatase activity (GO:0004721)"
"PTPN14","phosphoprotein phosphatase activity (GO:0004721)"
"DUSP9","phosphoprotein phosphatase activity (GO:0004721)"
"DUSP7","phosphoprotein phosphatase activity (GO:0004721)"
"DUSP8","phosphoprotein phosphatase activity (GO:0004721)"
"PTPRE","phosphoprotein phosphatase activity (GO:0004721)"
"PTPRF","phosphoprotein phosphatase activity (GO:0004721)"
"PPP5C","phosphoprotein phosphatase activity (GO:0004721)"
"PTPRC","phosphoprotein phosphatase activity (GO:0004721)"
"PTPRD","phosphoprotein phosphatase activity (GO:0004721)"
"PTPRA","phosphoprotein phosphatase activity (GO:0004721)"
"PTPRB","phosphoprotein phosphatase activity (GO:0004721)"
"DNAJC6","phosphoprotein phosphatase activity (GO:0004721)"
"CYCS","phosphoprotein phosphatase activity (GO:0004721)"
"CDKN3","phosphoprotein phosphatase activity (GO:0004721)"
"PTPRU","phosphoprotein phosphatase activity (GO:0004721)"
"PTPRS","phosphoprotein phosphatase activity (GO:0004721)"
"PTPRT","phosphoprotein phosphatase activity (GO:0004721)"
"PTPRQ","phosphoprotein phosphatase activity (GO:0004721)"
"PTPRR","phosphoprotein phosphatase activity (GO:0004721)"
"PTPRO","phosphoprotein phosphatase activity (GO:0004721)"
"PTPN21","phosphoprotein phosphatase activity (GO:0004721)"
"PTPRM","phosphoprotein phosphatase activity (GO:0004721)"
"PTPRN","phosphoprotein phosphatase activity (GO:0004721)"
"PTPN22","phosphoprotein phosphatase activity (GO:0004721)"
"PTPN23","phosphoprotein phosphatase activity (GO:0004721)"
"PTPRK","phosphoprotein phosphatase activity (GO:0004721)"
"DUSP18","phosphoprotein phosphatase activity (GO:0004721)"
"DUSP19","phosphoprotein phosphatase activity (GO:0004721)"
"RPAP2","phosphoprotein phosphatase activity (GO:0004721)"
"DUSP16","phosphoprotein phosphatase activity (GO:0004721)"
"PTPRJ","phosphoprotein phosphatase activity (GO:0004721)"
"MTM1","phosphoprotein phosphatase activity (GO:0004721)"
"DUSP14","phosphoprotein phosphatase activity (GO:0004721)"
"PTPRG","phosphoprotein phosphatase activity (GO:0004721)"
"DUSP15","phosphoprotein phosphatase activity (GO:0004721)"
"STYXL1","phosphoprotein phosphatase activity (GO:0004721)"
"PTPRH","phosphoprotein phosphatase activity (GO:0004721)"
"DUSP12","phosphoprotein phosphatase activity (GO:0004721)"
"PPP6C","phosphoprotein phosphatase activity (GO:0004721)"
"PPP3CA","phosphoprotein phosphatase activity (GO:0004721)"
"PGS1","phosphoprotein phosphatase activity (GO:0004721)"
"PPP3CB","phosphoprotein phosphatase activity (GO:0004721)"
"DUSP13","phosphoprotein phosphatase activity (GO:0004721)"
"DUSP10","phosphoprotein phosphatase activity (GO:0004721)"
"PPP3CC","phosphoprotein phosphatase activity (GO:0004721)"
"DUSP11","phosphoprotein phosphatase activity (GO:0004721)"
"ACP1","phosphoprotein phosphatase activity (GO:0004721)"
"DLGAP5","phosphoprotein phosphatase activity (GO:0004721)"
"TPTE2","phosphoprotein phosphatase activity (GO:0004721)"
"RNGTT","phosphoprotein phosphatase activity (GO:0004721)"
"EYA1","phosphoprotein phosphatase activity (GO:0004721)"
"EYA2","phosphoprotein phosphatase activity (GO:0004721)"
"EYA3","phosphoprotein phosphatase activity (GO:0004721)"
"EYA4","phosphoprotein phosphatase activity (GO:0004721)"
"PPP2R3B","phosphoprotein phosphatase activity (GO:0004721)"
"PPP2CA","phosphoprotein phosphatase activity (GO:0004721)"
"CTDSPL","phosphoprotein phosphatase activity (GO:0004721)"
"CPPED1","phosphoprotein phosphatase activity (GO:0004721)"
"PDP2","phosphoprotein phosphatase activity (GO:0004721)"
"PPM1A","phosphoprotein phosphatase activity (GO:0004721)"
"PDP1","phosphoprotein phosphatase activity (GO:0004721)"
"PPM1B","phosphoprotein phosphatase activity (GO:0004721)"
"LCK","phosphoprotein phosphatase activity (GO:0004721)"
"PPM1D","phosphoprotein phosphatase activity (GO:0004721)"
"CTDSP1","phosphoprotein phosphatase activity (GO:0004721)"
"CTDSP2","phosphoprotein phosphatase activity (GO:0004721)"
"PPAP2C","phosphoprotein phosphatase activity (GO:0004721)"
"PPAP2B","phosphoprotein phosphatase activity (GO:0004721)"
"PGAM5","phosphoprotein phosphatase activity (GO:0004721)"
"PHLPP1","phosphoprotein phosphatase activity (GO:0004721)"
"PHLPP2","phosphoprotein phosphatase activity (GO:0004721)"
"PPM1M","phosphoprotein phosphatase activity (GO:0004721)"
"CTDP1","phosphoprotein phosphatase activity (GO:0004721)"
"PPM1N","phosphoprotein phosphatase activity (GO:0004721)"
"MTMR14","phosphoprotein phosphatase activity (GO:0004721)"
"PPM1J","phosphoprotein phosphatase activity (GO:0004721)"
"PTEN","phosphoprotein phosphatase activity (GO:0004721)"
"PPM1K","phosphoprotein phosphatase activity (GO:0004721)"
"TENC1","phosphoprotein phosphatase activity (GO:0004721)"
"PPM1L","phosphoprotein phosphatase activity (GO:0004721)"
"PPP2R2A","phosphoprotein phosphatase activity (GO:0004721)"
"PPM1E","phosphoprotein phosphatase activity (GO:0004721)"
"PPM1F","phosphoprotein phosphatase activity (GO:0004721)"
"PTPLA","phosphoprotein phosphatase activity (GO:0004721)"
"PPM1G","phosphoprotein phosphatase activity (GO:0004721)"
"PPM1H","phosphoprotein phosphatase activity (GO:0004721)"
"PPP2CB","phosphoprotein phosphatase activity (GO:0004721)"
"MDP1","phosphoprotein phosphatase activity (GO:0004721)"
"PTPRZ1","phosphoprotein phosphatase activity (GO:0004721)"
"CAMK2G","phosphoprotein phosphatase activity (GO:0004721)"
"ILKAP","phosphoprotein phosphatase activity (GO:0004721)"
"MED1","core promoter binding (GO:0001047)"
"TFAP2B","core promoter binding (GO:0001047)"
"TFAP2C","core promoter binding (GO:0001047)"
"ZNF281","core promoter binding (GO:0001047)"
"MITF","core promoter binding (GO:0001047)"
"TBR1","core promoter binding (GO:0001047)"
"SOX11","core promoter binding (GO:0001047)"
"TP53","core promoter binding (GO:0001047)"
"TFAP2A","core promoter binding (GO:0001047)"
"ZNF277","core promoter binding (GO:0001047)"
"ZNF431","core promoter binding (GO:0001047)"
"RB1","core promoter binding (GO:0001047)"
"WBP2","core promoter binding (GO:0001047)"
"GTF2B","core promoter binding (GO:0001047)"
"PARK7","core promoter binding (GO:0001047)"
"NPAS2","core promoter binding (GO:0001047)"
"FOXO3","core promoter binding (GO:0001047)"
"ARNTL","core promoter binding (GO:0001047)"
"RELB","core promoter binding (GO:0001047)"
"MTA1","core promoter binding (GO:0001047)"
"IFI16","core promoter binding (GO:0001047)"
"DHX36","core promoter binding (GO:0001047)"
"E2F1","core promoter binding (GO:0001047)"
"RUVBL2","core promoter binding (GO:0001047)"
"TAF1B","core promoter binding (GO:0001047)"
"E2F2","core promoter binding (GO:0001047)"
"STAT6","core promoter binding (GO:0001047)"
"NKX2-1","core promoter binding (GO:0001047)"
"E2F3","core promoter binding (GO:0001047)"
"E2F7","core promoter binding (GO:0001047)"
"E2F8","core promoter binding (GO:0001047)"
"STAT5B","core promoter binding (GO:0001047)"
"EGR1","core promoter binding (GO:0001047)"
"SMAD5","core promoter binding (GO:0001047)"
"NONO","core promoter binding (GO:0001047)"
"GADD45A","core promoter binding (GO:0001047)"
"SMAD1","core promoter binding (GO:0001047)"
"KLF10","core promoter binding (GO:0001047)"
"NR1D1","core promoter binding (GO:0001047)"
"NR1D2","core promoter binding (GO:0001047)"
"ESR1","core promoter binding (GO:0001047)"
"ESR2","core promoter binding (GO:0001047)"
"NR4A2","core promoter binding (GO:0001047)"
"PSPC1","core promoter binding (GO:0001047)"
"HOXB3","core promoter binding (GO:0001047)"
"EZH2","core promoter binding (GO:0001047)"
"ATF4","core promoter binding (GO:0001047)"
"NOTCH1","core promoter binding (GO:0001047)"
"SPI1","core promoter binding (GO:0001047)"
"MAZ","core promoter binding (GO:0001047)"
"GATA6","core promoter binding (GO:0001047)"
"GATA3","core promoter binding (GO:0001047)"
"RORA","core promoter binding (GO:0001047)"
"C1ORF51","core promoter binding (GO:0001047)"
"ELK4","core promoter binding (GO:0001047)"
"RBPJ","core promoter binding (GO:0001047)"
"SOX3","core promoter binding (GO:0001047)"
"SOX4","core promoter binding (GO:0001047)"
"SOX1","core promoter binding (GO:0001047)"
"NKX3-1","core promoter binding (GO:0001047)"
"SOX9","core promoter binding (GO:0001047)"
"SOX8","core promoter binding (GO:0001047)"
"STAT5A","core promoter binding (GO:0001047)"
"MYOCD","core promoter binding (GO:0001047)"
"H3F3A","core promoter binding (GO:0001047)"
"MYOG","core promoter binding (GO:0001047)"
"HMGA2","core promoter binding (GO:0001047)"
"MYOD1","core promoter binding (GO:0001047)"
"NFATC1","core promoter binding (GO:0001047)"
"PAX6","core promoter binding (GO:0001047)"
"SAFB","core promoter binding (GO:0001047)"
"SP1","core promoter binding (GO:0001047)"
"SP3","core promoter binding (GO:0001047)"
"PAX8","core promoter binding (GO:0001047)"
"MTF1","core promoter binding (GO:0001047)"
"SFPQ","core promoter binding (GO:0001047)"
"TAL1","core promoter binding (GO:0001047)"
"IRF7","core promoter binding (GO:0001047)"
"TOP1","core promoter binding (GO:0001047)"
"ZNF750","core promoter binding (GO:0001047)"
"NLRC5","core promoter binding (GO:0001047)"
"CHD2","core promoter binding (GO:0001047)"
"MEOX1","core promoter binding (GO:0001047)"
"NRIP1","core promoter binding (GO:0001047)"
"HNF4A","core promoter binding (GO:0001047)"
"SMYD3","core promoter binding (GO:0001047)"
"NFIL3","core promoter binding (GO:0001047)"
"MEF2A","core promoter binding (GO:0001047)"
"MEF2C","core promoter binding (GO:0001047)"
"STAT1","core promoter binding (GO:0001047)"
"H2AFZ","core promoter binding (GO:0001047)"
"PRMT5","core promoter binding (GO:0001047)"
"PROX1","core promoter binding (GO:0001047)"
"FOS","core promoter binding (GO:0001047)"
"PDX1","core promoter binding (GO:0001047)"
"HEYL","core promoter binding (GO:0001047)"
"REST","core promoter binding (GO:0001047)"
"INSM1","core promoter binding (GO:0001047)"
"CRY1","core promoter binding (GO:0001047)"
"RBMX","core promoter binding (GO:0001047)"
"ZNF335","core promoter binding (GO:0001047)"
"CLOCK","core promoter binding (GO:0001047)"
"NEUROG3","core promoter binding (GO:0001047)"
"HDAC5","core promoter binding (GO:0001047)"
"KDM3A","core promoter binding (GO:0001047)"
"HDAC6","core promoter binding (GO:0001047)"
"HDAC4","core promoter binding (GO:0001047)"
"HDAC1","core promoter binding (GO:0001047)"
"CIART","core promoter binding (GO:0001047)"
"EP300","core promoter binding (GO:0001047)"
"NFYA","core promoter binding (GO:0001047)"
"HACE1","Rab GTPase binding (GO:0017137)"
"UNC13D","Rab GTPase binding (GO:0017137)"
"ANXA2","Rab GTPase binding (GO:0017137)"
"PIFO","Rab GTPase binding (GO:0017137)"
"ANKFY1","Rab GTPase binding (GO:0017137)"
"SYTL2","Rab GTPase binding (GO:0017137)"
"SYTL1","Rab GTPase binding (GO:0017137)"
"MYRIP","Rab GTPase binding (GO:0017137)"
"ZFYVE20","Rab GTPase binding (GO:0017137)"
"RABGGTB","Rab GTPase binding (GO:0017137)"
"SYTL5","Rab GTPase binding (GO:0017137)"
"SYTL4","Rab GTPase binding (GO:0017137)"
"SYTL3","Rab GTPase binding (GO:0017137)"
"ACAP2","Rab GTPase binding (GO:0017137)"
"FER","Rab GTPase binding (GO:0017137)"
"KIF16B","Rab GTPase binding (GO:0017137)"
"TBC1D21","Rab GTPase binding (GO:0017137)"
"TBC1D20","Rab GTPase binding (GO:0017137)"
"ULK1","Rab GTPase binding (GO:0017137)"
"RIN3","Rab GTPase binding (GO:0017137)"
"OPTN","Rab GTPase binding (GO:0017137)"
"GAS8","Rab GTPase binding (GO:0017137)"
"RABGAP1","Rab GTPase binding (GO:0017137)"
"USP6NL","Rab GTPase binding (GO:0017137)"
"CHM","Rab GTPase binding (GO:0017137)"
"MOBP","Rab GTPase binding (GO:0017137)"
"BICD1","Rab GTPase binding (GO:0017137)"
"BICD2","Rab GTPase binding (GO:0017137)"
"NDRG1","Rab GTPase binding (GO:0017137)"
"RABGGTA","Rab GTPase binding (GO:0017137)"
"TMEM127","Rab GTPase binding (GO:0017137)"
"NPC1L1","Rab GTPase binding (GO:0017137)"
"MICALL1","Rab GTPase binding (GO:0017137)"
"MICALL2","Rab GTPase binding (GO:0017137)"
"DENND5A","Rab GTPase binding (GO:0017137)"
"RILP","Rab GTPase binding (GO:0017137)"
"EVI5","Rab GTPase binding (GO:0017137)"
"EXPH5","Rab GTPase binding (GO:0017137)"
"RAB11FIP3","Rab GTPase binding (GO:0017137)"
"RAB11FIP4","Rab GTPase binding (GO:0017137)"
"AP3M1","Rab GTPase binding (GO:0017137)"
"NGFR","Rab GTPase binding (GO:0017137)"
"RABGAP1L","Rab GTPase binding (GO:0017137)"
"NSF","Rab GTPase binding (GO:0017137)"
"ODF2","Rab GTPase binding (GO:0017137)"
"ATP6AP1","Rab GTPase binding (GO:0017137)"
"RPH3AL","Rab GTPase binding (GO:0017137)"
"MYO5A","Rab GTPase binding (GO:0017137)"
"MYO5B","Rab GTPase binding (GO:0017137)"
"HPS6","Rab GTPase binding (GO:0017137)"
"EHD1","Rab GTPase binding (GO:0017137)"
"SGSM2","Rab GTPase binding (GO:0017137)"
"MLPH","Rab GTPase binding (GO:0017137)"
"TTC9","Rab GTPase binding (GO:0017137)"
"RGP1","Rab GTPase binding (GO:0017137)"
"DMXL2","Rab GTPase binding (GO:0017137)"
"TBC1D7","Rab GTPase binding (GO:0017137)"
"ALS2","Rab GTPase binding (GO:0017137)"
"SGSM3","Rab GTPase binding (GO:0017137)"
"CCDC64B","Rab GTPase binding (GO:0017137)"
"CCDC64","Rab GTPase binding (GO:0017137)"
"RAB3GAP2","Rab GTPase binding (GO:0017137)"
"RAB3GAP1","Rab GTPase binding (GO:0017137)"
"C9ORF72","Rab GTPase binding (GO:0017137)"
"GDI1","Rab GTPase binding (GO:0017137)"
"KIAA1432","Rab GTPase binding (GO:0017137)"
"SLC6A4","Rab GTPase binding (GO:0017137)"
"RHOBTB3","Rab GTPase binding (GO:0017137)"
"RIMS2","Rab GTPase binding (GO:0017137)"
"AP1G1","Rab GTPase binding (GO:0017137)"
"ALS2CL","Rab GTPase binding (GO:0017137)"
"GOLGA5","Rab GTPase binding (GO:0017137)"
"RUSC2","Rab GTPase binding (GO:0017137)"
"RIMS1","Rab GTPase binding (GO:0017137)"
"RABGEF1","Rab GTPase binding (GO:0017137)"
"TBC1D30","Rab GTPase binding (GO:0017137)"
"MICAL1","Rab GTPase binding (GO:0017137)"
"PDE6D","Rab GTPase binding (GO:0017137)"
"RAB8A","Rab GTPase binding (GO:0017137)"
"RAC1","Rab GTPase binding (GO:0017137)"
"ERC1","Rab GTPase binding (GO:0017137)"
"EVI5L","Rab GTPase binding (GO:0017137)"
"CHML","Rab GTPase binding (GO:0017137)"
"RPH3A","Rab GTPase binding (GO:0017137)"
"CASP8AP2","peptidase regulator activity (GO:0061134)"
"BAD","peptidase regulator activity (GO:0061134)"
"SERPIND1","peptidase regulator activity (GO:0061134)"
"SFRP2","peptidase regulator activity (GO:0061134)"
"HMSD","peptidase regulator activity (GO:0061134)"
"SPINT2","peptidase regulator activity (GO:0061134)"
"SPINT1","peptidase regulator activity (GO:0061134)"
"SLPI","peptidase regulator activity (GO:0061134)"
"NAIP","peptidase regulator activity (GO:0061134)"
"WFDC13","peptidase regulator activity (GO:0061134)"
"LEF1","peptidase regulator activity (GO:0061134)"
"APP","peptidase regulator activity (GO:0061134)"
"ITIH6","peptidase regulator activity (GO:0061134)"
"ITIH5","peptidase regulator activity (GO:0061134)"
"WFDC12","peptidase regulator activity (GO:0061134)"
"ITIH4","peptidase regulator activity (GO:0061134)"
"ITIH3","peptidase regulator activity (GO:0061134)"
"SERPINE3","peptidase regulator activity (GO:0061134)"
"SERPINE1","peptidase regulator activity (GO:0061134)"
"SERPINE2","peptidase regulator activity (GO:0061134)"
"NOD1","peptidase regulator activity (GO:0061134)"
"ITIH2","peptidase regulator activity (GO:0061134)"
"TFPI","peptidase regulator activity (GO:0061134)"
"ITIH1","peptidase regulator activity (GO:0061134)"
"C4A","peptidase regulator activity (GO:0061134)"
"SERPINA13P","peptidase regulator activity (GO:0061134)"
"C4B","peptidase regulator activity (GO:0061134)"
"SPOCK3","peptidase regulator activity (GO:0061134)"
"SPOCK1","peptidase regulator activity (GO:0061134)"
"SERPINF1","peptidase regulator activity (GO:0061134)"
"SNCA","peptidase regulator activity (GO:0061134)"
"SERPINF2","peptidase regulator activity (GO:0061134)"
"TNFSF14","peptidase regulator activity (GO:0061134)"
"UCHL5","peptidase regulator activity (GO:0061134)"
"CLPX","peptidase regulator activity (GO:0061134)"
"C3P1","peptidase regulator activity (GO:0061134)"
"PSME4","peptidase regulator activity (GO:0061134)"
"SERPING1","peptidase regulator activity (GO:0061134)"
"SSPO","peptidase regulator activity (GO:0061134)"
"PSME3","peptidase regulator activity (GO:0061134)"
"WFDC10B","peptidase regulator activity (GO:0061134)"
"PSME1","peptidase regulator activity (GO:0061134)"
