"Egenes","Eclass"
"TRPC4","plasma membrane region (GO:0098590)"
"F2R","plasma membrane region (GO:0098590)"
"ATP8B1","plasma membrane region (GO:0098590)"
"CYP4F12","plasma membrane region (GO:0098590)"
"SLC9A3R1","plasma membrane region (GO:0098590)"
"ADRA2A","plasma membrane region (GO:0098590)"
"CACNB3","plasma membrane region (GO:0098590)"
"TMEM17","plasma membrane region (GO:0098590)"
"SMO","plasma membrane region (GO:0098590)"
"MAL","plasma membrane region (GO:0098590)"
"SLC27A5","plasma membrane region (GO:0098590)"
"SLC26A3","plasma membrane region (GO:0098590)"
"KCNE4","plasma membrane region (GO:0098590)"
"IRS1","plasma membrane region (GO:0098590)"
"UPK2","plasma membrane region (GO:0098590)"
"TACSTD2","plasma membrane region (GO:0098590)"
"LIN7A","plasma membrane region (GO:0098590)"
"FASLG","plasma membrane region (GO:0098590)"
"ATP12A","plasma membrane region (GO:0098590)"
"SLCO2B1","plasma membrane region (GO:0098590)"
"KCNJ10","plasma membrane region (GO:0098590)"
"ITGA3","plasma membrane region (GO:0098590)"
"SLC4A11","plasma membrane region (GO:0098590)"
"NRG1","plasma membrane region (GO:0098590)"
"SLC4A10","plasma membrane region (GO:0098590)"
"USH2A","plasma membrane region (GO:0098590)"
"DKFZP686L0365","plasma membrane region (GO:0098590)"
"DAB2","plasma membrane region (GO:0098590)"
"PIP","plasma membrane region (GO:0098590)"
"ERBB2IP","plasma membrane region (GO:0098590)"
"SLC26A9","plasma membrane region (GO:0098590)"
"ITGA9","plasma membrane region (GO:0098590)"
"DSG1","plasma membrane region (GO:0098590)"
"DSG2","plasma membrane region (GO:0098590)"
"ITGA6","plasma membrane region (GO:0098590)"
"KCNK1","plasma membrane region (GO:0098590)"
"SLC26A5","plasma membrane region (GO:0098590)"
"SLC26A4","plasma membrane region (GO:0098590)"
"SLC26A7","plasma membrane region (GO:0098590)"
"SLC26A6","plasma membrane region (GO:0098590)"
"NUMB","plasma membrane region (GO:0098590)"
"BMPR2","plasma membrane region (GO:0098590)"
"P2RY6","plasma membrane region (GO:0098590)"
"P2RY4","plasma membrane region (GO:0098590)"
"P2RY1","plasma membrane region (GO:0098590)"
"CNGA3","plasma membrane region (GO:0098590)"
"TRPC1","plasma membrane region (GO:0098590)"
"MPDZ","plasma membrane region (GO:0098590)"
"CD300LG","plasma membrane region (GO:0098590)"
"CNGA1","plasma membrane region (GO:0098590)"
"AMN","plasma membrane region (GO:0098590)"
"DSP","plasma membrane region (GO:0098590)"
"SLC13A5","plasma membrane region (GO:0098590)"
"DST","plasma membrane region (GO:0098590)"
"MYO1C","plasma membrane region (GO:0098590)"
"PFKM","plasma membrane region (GO:0098590)"
"MYO1A","plasma membrane region (GO:0098590)"
"P2RX2","plasma membrane region (GO:0098590)"
"RAB17","plasma membrane region (GO:0098590)"
"MET","plasma membrane region (GO:0098590)"
"HDAC6","plasma membrane region (GO:0098590)"
"SRC","plasma membrane region (GO:0098590)"
"HSP90AB1","plasma membrane region (GO:0098590)"
"ITGB4","plasma membrane region (GO:0098590)"
"TCIRG1","plasma membrane region (GO:0098590)"
"ARRB2","plasma membrane region (GO:0098590)"
"CNNM2","plasma membrane region (GO:0098590)"
"ARRB1","plasma membrane region (GO:0098590)"
"ARL13B","plasma membrane region (GO:0098590)"
"BSND","plasma membrane region (GO:0098590)"
"ATP7B","plasma membrane region (GO:0098590)"
"ATP7A","plasma membrane region (GO:0098590)"
"KCNJ4","plasma membrane region (GO:0098590)"
"SLC12A3","plasma membrane region (GO:0098590)"
"SLC12A6","plasma membrane region (GO:0098590)"
"ATP6V1E1","plasma membrane region (GO:0098590)"
"WDPCP","plasma membrane region (GO:0098590)"
"SLC12A1","plasma membrane region (GO:0098590)"
"SLC12A2","plasma membrane region (GO:0098590)"
"MYO7A","plasma membrane region (GO:0098590)"
"NAIP","plasma membrane region (GO:0098590)"
"ATP6V0D1","plasma membrane region (GO:0098590)"
"LRP2","plasma membrane region (GO:0098590)"
"SLC46A1","plasma membrane region (GO:0098590)"
"SLC23A2","plasma membrane region (GO:0098590)"
"AQP9","plasma membrane region (GO:0098590)"
"SLC23A1","plasma membrane region (GO:0098590)"
"STXBP3","plasma membrane region (GO:0098590)"
"LRP6","plasma membrane region (GO:0098590)"
"NOD1","plasma membrane region (GO:0098590)"
"AKAP7","plasma membrane region (GO:0098590)"
"AQP5","plasma membrane region (GO:0098590)"
"AKAP6","plasma membrane region (GO:0098590)"
"AQP3","plasma membrane region (GO:0098590)"
"AQP4","plasma membrane region (GO:0098590)"
"LRP8","plasma membrane region (GO:0098590)"
"AQP1","plasma membrane region (GO:0098590)"
"AQP2","plasma membrane region (GO:0098590)"
"DAG1","plasma membrane region (GO:0098590)"
"SLC34A3","plasma membrane region (GO:0098590)"
"INSR","plasma membrane region (GO:0098590)"
"SLC34A2","plasma membrane region (GO:0098590)"
"SLC11A2","plasma membrane region (GO:0098590)"
"SLC34A1","plasma membrane region (GO:0098590)"
"RAB27A","plasma membrane region (GO:0098590)"
"RAB27B","plasma membrane region (GO:0098590)"
"ANK3","plasma membrane region (GO:0098590)"
"ANK1","plasma membrane region (GO:0098590)"
"ANK2","plasma membrane region (GO:0098590)"
"PTK2","plasma membrane region (GO:0098590)"
"OCLN","plasma membrane region (GO:0098590)"
"EZR","plasma membrane region (GO:0098590)"
"ATP6V1B1","plasma membrane region (GO:0098590)"
"TDGF1","plasma membrane region (GO:0098590)"
"CFTR","plasma membrane region (GO:0098590)"
"SLC22A5","plasma membrane region (GO:0098590)"
"SLC22A4","plasma membrane region (GO:0098590)"
"OXTR","plasma membrane region (GO:0098590)"
"SLC22A6","plasma membrane region (GO:0098590)"
"SLC22A1","plasma membrane region (GO:0098590)"
"MTCL1","plasma membrane region (GO:0098590)"
"SLC22A2","plasma membrane region (GO:0098590)"
"MLC1","plasma membrane region (GO:0098590)"
"ADCYAP1R1","plasma membrane region (GO:0098590)"
"SLC6A20","plasma membrane region (GO:0098590)"
"PKHD1","plasma membrane region (GO:0098590)"
"ATP6V0A4","plasma membrane region (GO:0098590)"
"KCNN4","plasma membrane region (GO:0098590)"
"TRPM6","plasma membrane region (GO:0098590)"
"SLC10A1","plasma membrane region (GO:0098590)"
"SLC10A2","plasma membrane region (GO:0098590)"
"LHFPL5","plasma membrane region (GO:0098590)"
"AKR1A1","plasma membrane region (GO:0098590)"
"PLET1","plasma membrane region (GO:0098590)"
"BST2","plasma membrane region (GO:0098590)"
"TF","plasma membrane region (GO:0098590)"
"CEACAM5","plasma membrane region (GO:0098590)"
"TLR9","plasma membrane region (GO:0098590)"
"CLDN19","plasma membrane region (GO:0098590)"
"SLC22A9","plasma membrane region (GO:0098590)"
"SLC22A8","plasma membrane region (GO:0098590)"
"GUCY2D","plasma membrane region (GO:0098590)"
"DDR2","plasma membrane region (GO:0098590)"
"SPTBN5","plasma membrane region (GO:0098590)"
"GUCY2F","plasma membrane region (GO:0098590)"
"ACY3","plasma membrane region (GO:0098590)"
"MTTP","plasma membrane region (GO:0098590)"
"PTPRO","plasma membrane region (GO:0098590)"
"STC1","plasma membrane region (GO:0098590)"
"TGFA","plasma membrane region (GO:0098590)"
"ADRB2","plasma membrane region (GO:0098590)"
"UMOD","plasma membrane region (GO:0098590)"
"DUOX1","plasma membrane region (GO:0098590)"
"SLC22A13","plasma membrane region (GO:0098590)"
"GNGT1","plasma membrane region (GO:0098590)"
"OTOA","plasma membrane region (GO:0098590)"
"SLC22A18","plasma membrane region (GO:0098590)"
"PDZD11","plasma membrane region (GO:0098590)"
"STK39","plasma membrane region (GO:0098590)"
"PRKCDBP","plasma membrane region (GO:0098590)"
"EPS15","plasma membrane region (GO:0098590)"
"CD34","plasma membrane region (GO:0098590)"
"SLC22A11","plasma membrane region (GO:0098590)"
"SPTBN2","plasma membrane region (GO:0098590)"
"BBS4","plasma membrane region (GO:0098590)"
"SLC22A12","plasma membrane region (GO:0098590)"
"HCK","plasma membrane region (GO:0098590)"
"ANO1","plasma membrane region (GO:0098590)"
"TJP1","plasma membrane region (GO:0098590)"
"KCNQ1","plasma membrane region (GO:0098590)"
"DLC1","plasma membrane region (GO:0098590)"
"NEDD4","plasma membrane region (GO:0098590)"
"F2RL2","plasma membrane region (GO:0098590)"
"ATP6V0D2","plasma membrane region (GO:0098590)"
"CD46","plasma membrane region (GO:0098590)"
"CD44","plasma membrane region (GO:0098590)"
"TJP3","plasma membrane region (GO:0098590)"
"CTNNB1","plasma membrane region (GO:0098590)"
"PRICKLE2","plasma membrane region (GO:0098590)"
"AP2A1","plasma membrane region (GO:0098590)"
"HYAL2","plasma membrane region (GO:0098590)"
"ENPP1","plasma membrane region (GO:0098590)"
"CTNNA2","plasma membrane region (GO:0098590)"
"CD55","plasma membrane region (GO:0098590)"
"ABCG8","plasma membrane region (GO:0098590)"
"PDGFRB","plasma membrane region (GO:0098590)"
"CA11","plasma membrane region (GO:0098590)"
"PDE6G","plasma membrane region (GO:0098590)"
"TSC2","plasma membrane region (GO:0098590)"
"ATP1B3","plasma membrane region (GO:0098590)"
"LMO7","plasma membrane region (GO:0098590)"
"ATP1B2","plasma membrane region (GO:0098590)"
"ATP1B1","plasma membrane region (GO:0098590)"
"TRPV5","plasma membrane region (GO:0098590)"
"AMOTL1","plasma membrane region (GO:0098590)"
"AMOTL2","plasma membrane region (GO:0098590)"
"ABCG5","plasma membrane region (GO:0098590)"
"ABCG2","plasma membrane region (GO:0098590)"
"PLVAP","plasma membrane region (GO:0098590)"
"CHRNA7","plasma membrane region (GO:0098590)"
"SCNN1A","plasma membrane region (GO:0098590)"
"ATP1A2","plasma membrane region (GO:0098590)"
"ATP1A1","plasma membrane region (GO:0098590)"
"NKD2","plasma membrane region (GO:0098590)"
"PDPN","plasma membrane region (GO:0098590)"
"CASR","plasma membrane region (GO:0098590)"
"MUC17","plasma membrane region (GO:0098590)"
"SLC30A5","plasma membrane region (GO:0098590)"
"CASK","plasma membrane region (GO:0098590)"
"CYBA","plasma membrane region (GO:0098590)"
"SELE","plasma membrane region (GO:0098590)"
"UPK3A","plasma membrane region (GO:0098590)"
"TMEM231","plasma membrane region (GO:0098590)"
"KIF18A","plasma membrane region (GO:0098590)"
"DLG1","plasma membrane region (GO:0098590)"
"TMEM114","plasma membrane region (GO:0098590)"
"GNB1","plasma membrane region (GO:0098590)"
"CDHR1","plasma membrane region (GO:0098590)"
"OPN1MW","plasma membrane region (GO:0098590)"
"CDH13","plasma membrane region (GO:0098590)"
"CDH15","plasma membrane region (GO:0098590)"
"CDH16","plasma membrane region (GO:0098590)"
"CDH17","plasma membrane region (GO:0098590)"
"MUC20","plasma membrane region (GO:0098590)"
"ATP6V1A","plasma membrane region (GO:0098590)"
"C5AR1","plasma membrane region (GO:0098590)"
"SLC2A1","plasma membrane region (GO:0098590)"
"C5AR2","plasma membrane region (GO:0098590)"
"PSEN1","plasma membrane region (GO:0098590)"
"PSEN2","plasma membrane region (GO:0098590)"
"SLC2A5","plasma membrane region (GO:0098590)"
"LPO","plasma membrane region (GO:0098590)"
"IGF1R","plasma membrane region (GO:0098590)"
"CACNA1H","plasma membrane region (GO:0098590)"
"PTRF","plasma membrane region (GO:0098590)"
"PODXL","plasma membrane region (GO:0098590)"
"PALM","plasma membrane region (GO:0098590)"
"FLOT2","plasma membrane region (GO:0098590)"
"MUC13","plasma membrane region (GO:0098590)"
"FLOT1","plasma membrane region (GO:0098590)"
"IL6R","plasma membrane region (GO:0098590)"
"ABCC4","plasma membrane region (GO:0098590)"
"ABCC2","plasma membrane region (GO:0098590)"
"CAV3","plasma membrane region (GO:0098590)"
"CAV2","plasma membrane region (GO:0098590)"
"MSN","plasma membrane region (GO:0098590)"
"CYP4A11","plasma membrane region (GO:0098590)"
"CAV1","plasma membrane region (GO:0098590)"
"SHROOM3","plasma membrane region (GO:0098590)"
"SEPT2","plasma membrane region (GO:0098590)"
"SHROOM4","plasma membrane region (GO:0098590)"
"SHROOM2","plasma membrane region (GO:0098590)"
"SSTR3","plasma membrane region (GO:0098590)"
"TGFBR2","plasma membrane region (GO:0098590)"
"KISS1","plasma membrane region (GO:0098590)"
"OPN1SW","plasma membrane region (GO:0098590)"
"BMPR1A","plasma membrane region (GO:0098590)"
"SHANK3","plasma membrane region (GO:0098590)"
"SHANK2","plasma membrane region (GO:0098590)"
"B4GALT1","plasma membrane region (GO:0098590)"
"SLC40A1","plasma membrane region (GO:0098590)"
"DPP4","plasma membrane region (GO:0098590)"
"GRK1","plasma membrane region (GO:0098590)"
"CA2","plasma membrane region (GO:0098590)"
"UPK1B","plasma membrane region (GO:0098590)"
"ERBB4","plasma membrane region (GO:0098590)"
"CA4","plasma membrane region (GO:0098590)"
"MARVELD2","plasma membrane region (GO:0098590)"
"ERBB2","plasma membrane region (GO:0098590)"
"ERBB3","plasma membrane region (GO:0098590)"
"CA9","plasma membrane region (GO:0098590)"
"PRPH","plasma membrane region (GO:0098590)"
"S100G","plasma membrane region (GO:0098590)"
"CXADR","plasma membrane region (GO:0098590)"
"PTGIS","plasma membrane region (GO:0098590)"
"GIF","plasma membrane region (GO:0098590)"
"NOS3","plasma membrane region (GO:0098590)"
"ANXA13","plasma membrane region (GO:0098590)"
"ATP2B4","plasma membrane region (GO:0098590)"
"ATP2B2","plasma membrane region (GO:0098590)"
"CLDN7","plasma membrane region (GO:0098590)"
"CLDN4","plasma membrane region (GO:0098590)"
"CLDN8","plasma membrane region (GO:0098590)"
"RANGRF","plasma membrane region (GO:0098590)"
"PKD1","plasma membrane region (GO:0098590)"
"SLC4A1","plasma membrane region (GO:0098590)"
"SLC4A2","plasma membrane region (GO:0098590)"
"SLC4A4","plasma membrane region (GO:0098590)"
"PKD2","plasma membrane region (GO:0098590)"
"CLCN3","plasma membrane region (GO:0098590)"
"SLC4A7","plasma membrane region (GO:0098590)"
"CLN3","plasma membrane region (GO:0098590)"
"SEPT7","plasma membrane region (GO:0098590)"
"HEPH","plasma membrane region (GO:0098590)"
"MAPK3","plasma membrane region (GO:0098590)"
"SCN5A","plasma membrane region (GO:0098590)"
"MAPK1","plasma membrane region (GO:0098590)"
"PDE6B","plasma membrane region (GO:0098590)"
"PDE6A","plasma membrane region (GO:0098590)"
"SCARB1","plasma membrane region (GO:0098590)"
"EPHA5","neuronal cell body (GO:0043025)"
"SLC12A5","neuronal cell body (GO:0043025)"
"EPHA7","neuronal cell body (GO:0043025)"
"HOMER2","neuronal cell body (GO:0043025)"
"HOMER1","neuronal cell body (GO:0043025)"
"AMFR","neuronal cell body (GO:0043025)"
"ACSL4","neuronal cell body (GO:0043025)"
"MAPK8IP2","neuronal cell body (GO:0043025)"
"GRIN3A","neuronal cell body (GO:0043025)"
"SLC5A7","neuronal cell body (GO:0043025)"
"SST","neuronal cell body (GO:0043025)"
"GRIN3B","neuronal cell body (GO:0043025)"
"ULK1","neuronal cell body (GO:0043025)"
"VIP","neuronal cell body (GO:0043025)"
"RIN1","neuronal cell body (GO:0043025)"
"PI4K2A","neuronal cell body (GO:0043025)"
"STAU1","neuronal cell body (GO:0043025)"
"CPNE5","neuronal cell body (GO:0043025)"
"LRP1","neuronal cell body (GO:0043025)"
"LRP6","neuronal cell body (GO:0043025)"
"LRP4","neuronal cell body (GO:0043025)"
"LRP8","neuronal cell body (GO:0043025)"
"ASCL1","neuronal cell body (GO:0043025)"
"DPYSL2","neuronal cell body (GO:0043025)"
"DPYSL5","neuronal cell body (GO:0043025)"
"VTI1B","neuronal cell body (GO:0043025)"
"SNCG","neuronal cell body (GO:0043025)"
"VTI1A","neuronal cell body (GO:0043025)"
"GNAT1","neuronal cell body (GO:0043025)"
"VPS16","neuronal cell body (GO:0043025)"
"SNCB","neuronal cell body (GO:0043025)"
"FZD3","neuronal cell body (GO:0043025)"
"PMM2","neuronal cell body (GO:0043025)"
"PMM1","neuronal cell body (GO:0043025)"
"PLK3","neuronal cell body (GO:0043025)"
"SIAH2","neuronal cell body (GO:0043025)"
"MYO5A","neuronal cell body (GO:0043025)"
"PARD3","neuronal cell body (GO:0043025)"
"PRKCA","neuronal cell body (GO:0043025)"
"HCFC1","neuronal cell body (GO:0043025)"
"OMP","neuronal cell body (GO:0043025)"
"CNKSR2","neuronal cell body (GO:0043025)"
"PPP1R1B","neuronal cell body (GO:0043025)"
"STAR","neuronal cell body (GO:0043025)"
"IGSF9B","neuronal cell body (GO:0043025)"
"PPT1","neuronal cell body (GO:0043025)"
"SDC2","neuronal cell body (GO:0043025)"
"STRN","neuronal cell body (GO:0043025)"
"GPM6A","neuronal cell body (GO:0043025)"
"CRHR1","neuronal cell body (GO:0043025)"
"HPN","neuronal cell body (GO:0043025)"
"PDE1B","neuronal cell body (GO:0043025)"
"PDE1A","neuronal cell body (GO:0043025)"
"NUMA1","neuronal cell body (GO:0043025)"
"DIXDC1","neuronal cell body (GO:0043025)"
"PHAX","neuronal cell body (GO:0043025)"
"SLC6A3","neuronal cell body (GO:0043025)"
"ALCAM","neuronal cell body (GO:0043025)"
"STMN2","neuronal cell body (GO:0043025)"
"KCNN1","neuronal cell body (GO:0043025)"
"KCNN2","neuronal cell body (GO:0043025)"
"KCNN3","neuronal cell body (GO:0043025)"
"APOE","neuronal cell body (GO:0043025)"
"KCNN4","neuronal cell body (GO:0043025)"
"SCN1A","neuronal cell body (GO:0043025)"
"APOD","neuronal cell body (GO:0043025)"
"SOX6","neuronal cell body (GO:0043025)"
"CCR2","neuronal cell body (GO:0043025)"
"GNB2L1","neuronal cell body (GO:0043025)"
"CRIPT","neuronal cell body (GO:0043025)"
"PLXDC1","neuronal cell body (GO:0043025)"
"KLHL1","neuronal cell body (GO:0043025)"
"RAPGEF2","neuronal cell body (GO:0043025)"
"CCNG1","neuronal cell body (GO:0043025)"
"PAFAH1B1","neuronal cell body (GO:0043025)"
"ARHGEF2","neuronal cell body (GO:0043025)"
"RARA","neuronal cell body (GO:0043025)"
"ADA","neuronal cell body (GO:0043025)"
"ARHGEF7","neuronal cell body (GO:0043025)"
"UBXN1","neuronal cell body (GO:0043025)"
"SPTBN4","neuronal cell body (GO:0043025)"
"ACVRL1","neuronal cell body (GO:0043025)"
"DENND1A","neuronal cell body (GO:0043025)"
"TMPRSS5","neuronal cell body (GO:0043025)"
"TMPRSS3","neuronal cell body (GO:0043025)"
"PTPRK","neuronal cell body (GO:0043025)"
"GRIK2","neuronal cell body (GO:0043025)"
"BRS3","neuronal cell body (GO:0043025)"
"UCHL1","neuronal cell body (GO:0043025)"
"KIF1A","neuronal cell body (GO:0043025)"
"MYO6","neuronal cell body (GO:0043025)"
"MAP2","neuronal cell body (GO:0043025)"
"TIMP2","neuronal cell body (GO:0043025)"
"SLC18A2","neuronal cell body (GO:0043025)"
"CCR4","neuronal cell body (GO:0043025)"
"SPTBN2","neuronal cell body (GO:0043025)"
"ASIC2","neuronal cell body (GO:0043025)"
"NQO1","neuronal cell body (GO:0043025)"
"ARG1","neuronal cell body (GO:0043025)"
"MAP1S","neuronal cell body (GO:0043025)"
"CIT","neuronal cell body (GO:0043025)"
"TUBB4A","neuronal cell body (GO:0043025)"
"DAB2IP","neuronal cell body (GO:0043025)"
"GAL","neuronal cell body (GO:0043025)"
"FABP7","neuronal cell body (GO:0043025)"
"SNX18","neuronal cell body (GO:0043025)"
"NOV","neuronal cell body (GO:0043025)"
"CANX","neuronal cell body (GO:0043025)"
"CDK5R1","neuronal cell body (GO:0043025)"
"INHA","neuronal cell body (GO:0043025)"
"NRP1","neuronal cell body (GO:0043025)"
"KCNA1","neuronal cell body (GO:0043025)"
"ADAM21","neuronal cell body (GO:0043025)"
"BEGAIN","neuronal cell body (GO:0043025)"
"SLC8A3","neuronal cell body (GO:0043025)"
"CYP17A1","neuronal cell body (GO:0043025)"
"CST3","neuronal cell body (GO:0043025)"
"DFNB59","neuronal cell body (GO:0043025)"
"SNCAIP","neuronal cell body (GO:0043025)"
"CAMK2N1","neuronal cell body (GO:0043025)"
"DNER","neuronal cell body (GO:0043025)"
"RAC3","neuronal cell body (GO:0043025)"
"RAB8A","neuronal cell body (GO:0043025)"
"TGFB1","neuronal cell body (GO:0043025)"
"TGFB3","neuronal cell body (GO:0043025)"
"TGFB2","neuronal cell body (GO:0043025)"
"TSC2","neuronal cell body (GO:0043025)"
"ERMN","neuronal cell body (GO:0043025)"
"KNCN","neuronal cell body (GO:0043025)"
"EEF1A2","neuronal cell body (GO:0043025)"
"TANC1","neuronal cell body (GO:0043025)"
"PCP2","neuronal cell body (GO:0043025)"
"IAPP","neuronal cell body (GO:0043025)"
"SCN8A","neuronal cell body (GO:0043025)"
"CNTN2","neuronal cell body (GO:0043025)"
"S100A5","neuronal cell body (GO:0043025)"
"NCF1","neuronal cell body (GO:0043025)"
"IL6ST","neuronal cell body (GO:0043025)"
"FKBP4","neuronal cell body (GO:0043025)"
"AGRP","neuronal cell body (GO:0043025)"
"ADCY10","neuronal cell body (GO:0043025)"
"GTF2I","neuronal cell body (GO:0043025)"
"CHRNA4","neuronal cell body (GO:0043025)"
"CHRNA3","neuronal cell body (GO:0043025)"
"CHRNA7","neuronal cell body (GO:0043025)"
"KATNB1","neuronal cell body (GO:0043025)"
"SLC1A3","neuronal cell body (GO:0043025)"
"SLC1A4","neuronal cell body (GO:0043025)"
"CIB1","neuronal cell body (GO:0043025)"
"KNDC1","neuronal cell body (GO:0043025)"
"SEZ6","neuronal cell body (GO:0043025)"
"STRN3","neuronal cell body (GO:0043025)"
"LAMP1","neuronal cell body (GO:0043025)"
"PURA","neuronal cell body (GO:0043025)"
"TBX21","neuronal cell body (GO:0043025)"
"FLNA","neuronal cell body (GO:0043025)"
"NCDN","neuronal cell body (GO:0043025)"
"ADORA1","neuronal cell body (GO:0043025)"
"MYH10","neuronal cell body (GO:0043025)"
"SYT5","neuronal cell body (GO:0043025)"
"KCND1","neuronal cell body (GO:0043025)"
"CASR","neuronal cell body (GO:0043025)"
"KCND3","neuronal cell body (GO:0043025)"
"TNK2","neuronal cell body (GO:0043025)"
"CYBB","neuronal cell body (GO:0043025)"
"CYBA","neuronal cell body (GO:0043025)"
"CREB3","neuronal cell body (GO:0043025)"
"PICALM","neuronal cell body (GO:0043025)"
"DLG3","neuronal cell body (GO:0043025)"
"FRMD7","neuronal cell body (GO:0043025)"
"RHEB","neuronal cell body (GO:0043025)"
"SMO","neuronal cell body (GO:0043025)"
"LOC100653515","neuronal cell body (GO:0043025)"
"RAB5A","neuronal cell body (GO:0043025)"
"NRSN1","neuronal cell body (GO:0043025)"
"TXN2","neuronal cell body (GO:0043025)"
"CPLX1","neuronal cell body (GO:0043025)"
"NRSN2","neuronal cell body (GO:0043025)"
"GRIA1","neuronal cell body (GO:0043025)"
"CALCA","neuronal cell body (GO:0043025)"
"KLHL17","neuronal cell body (GO:0043025)"
"CACNA1A","neuronal cell body (GO:0043025)"
"CACNA1C","neuronal cell body (GO:0043025)"
"CHAT","neuronal cell body (GO:0043025)"
"CACNA1B","neuronal cell body (GO:0043025)"
"CABP1","neuronal cell body (GO:0043025)"
"PSEN1","neuronal cell body (GO:0043025)"
"KLHL14","neuronal cell body (GO:0043025)"
"PSEN2","neuronal cell body (GO:0043025)"
"SEZ6L2","neuronal cell body (GO:0043025)"
"CPLX2","neuronal cell body (GO:0043025)"
"BRINP3","neuronal cell body (GO:0043025)"
"SLC38A7","neuronal cell body (GO:0043025)"
"MBP","neuronal cell body (GO:0043025)"
"ZNF385A","neuronal cell body (GO:0043025)"
"KCNJ11","neuronal cell body (GO:0043025)"
"KCNIP1","neuronal cell body (GO:0043025)"
"KCNIP4","neuronal cell body (GO:0043025)"
"SMURF1","neuronal cell body (GO:0043025)"
"KCNJ14","neuronal cell body (GO:0043025)"
"SHROOM2","neuronal cell body (GO:0043025)"
"TNFRSF1B","neuronal cell body (GO:0043025)"
"SEZ6L","neuronal cell body (GO:0043025)"
"KISS1","neuronal cell body (GO:0043025)"
"PPP5C","neuronal cell body (GO:0043025)"
"SNPH","neuronal cell body (GO:0043025)"
"DAB1","neuronal cell body (GO:0043025)"
"CDK5","neuronal cell body (GO:0043025)"
"NDUFS7","neuronal cell body (GO:0043025)"
"ADORA2A","neuronal cell body (GO:0043025)"
"EFHC1","neuronal cell body (GO:0043025)"
"BMPR1A","neuronal cell body (GO:0043025)"
"SHANK2","neuronal cell body (GO:0043025)"
"SOS1","neuronal cell body (GO:0043025)"
"RTN4","neuronal cell body (GO:0043025)"
"BMPR2","neuronal cell body (GO:0043025)"
"CNTNAP2","neuronal cell body (GO:0043025)"
"GSK3B","neuronal cell body (GO:0043025)"
"ILK","neuronal cell body (GO:0043025)"
"LRRK2","neuronal cell body (GO:0043025)"
"ITPR3","neuronal cell body (GO:0043025)"
"HTR2A","neuronal cell body (GO:0043025)"
"KLC1","neuronal cell body (GO:0043025)"
"GHR","neuronal cell body (GO:0043025)"
"CALB1","neuronal cell body (GO:0043025)"
"GRK4","neuronal cell body (GO:0043025)"
"BOC","neuronal cell body (GO:0043025)"
"DVL1","neuronal cell body (GO:0043025)"
"TAC1","neuronal cell body (GO:0043025)"
"DRD4","neuronal cell body (GO:0043025)"
"NTRK2","neuronal cell body (GO:0043025)"
"SKOR1","neuronal cell body (GO:0043025)"
"NTRK1","neuronal cell body (GO:0043025)"
"CAD","neuronal cell body (GO:0043025)"
"RRM1","neuronal cell body (GO:0043025)"
"MYO10","neuronal cell body (GO:0043025)"
"KATNA1","neuronal cell body (GO:0043025)"
"COBL","neuronal cell body (GO:0043025)"
"ATP2B2","neuronal cell body (GO:0043025)"
"S100B","neuronal cell body (GO:0043025)"
"SORL1","neuronal cell body (GO:0043025)"
"GIP","neuronal cell body (GO:0043025)"
"HTR3A","neuronal cell body (GO:0043025)"
"DHODH","neuronal cell body (GO:0043025)"
"SOD1","neuronal cell body (GO:0043025)"
"CDC42","neuronal cell body (GO:0043025)"
"P2RX6","neuronal cell body (GO:0043025)"
"P2RX4","neuronal cell body (GO:0043025)"
"ATXN10","neuronal cell body (GO:0043025)"
"P2RX3","neuronal cell body (GO:0043025)"
"P2RX2","neuronal cell body (GO:0043025)"
"RGS10","neuronal cell body (GO:0043025)"
"ANG","neuronal cell body (GO:0043025)"
"RAB17","neuronal cell body (GO:0043025)"
"ZPR1","neuronal cell body (GO:0043025)"
"SNAP47","neuronal cell body (GO:0043025)"
"CAMK2D","neuronal cell body (GO:0043025)"
"DDC","neuronal cell body (GO:0043025)"
"CRMP1","neuronal cell body (GO:0043025)"
"CYGB","neuronal cell body (GO:0043025)"
"SLC25A27","neuronal cell body (GO:0043025)"
"SRR","neuronal cell body (GO:0043025)"
"CNR2","neuronal cell body (GO:0043025)"
"PSD2","neuronal cell body (GO:0043025)"
"PTK2B","neuronal cell body (GO:0043025)"
"CCL2","neuronal cell body (GO:0043025)"
"EPHB2","neuronal cell body (GO:0043025)"
"ATP7A","neuronal cell body (GO:0043025)"
"KCNJ2","neuronal cell body (GO:0043025)"
"POLR2M","neuronal cell body (GO:0043025)"
"STARD3","vacuolar membrane (GO:0005774)"
"SLC12A4","vacuolar membrane (GO:0005774)"
"EGF","vacuolar membrane (GO:0005774)"
"ATP6V1E1","vacuolar membrane (GO:0005774)"
"AP1S1","vacuolar membrane (GO:0005774)"
"ANKFY1","vacuolar membrane (GO:0005774)"
"AP1B1","vacuolar membrane (GO:0005774)"
"MYO7A","vacuolar membrane (GO:0005774)"
"CTNS","vacuolar membrane (GO:0005774)"
"LNPEP","vacuolar membrane (GO:0005774)"
"MFSD12","vacuolar membrane (GO:0005774)"
"ZFYVE26","vacuolar membrane (GO:0005774)"
"GDAP2","vacuolar membrane (GO:0005774)"
"RRAGB","vacuolar membrane (GO:0005774)"
"RRAGA","vacuolar membrane (GO:0005774)"
"OSTM1","vacuolar membrane (GO:0005774)"
